ID	SubSystem	Description	Current Value	Message	Kept By	Available Domains	Edit?
8372	A/R	Special Charge #2 Description			System	"*System, Store"	Yes
8373	A/R	Special Charge #3 Description			System	"*System, Store"	Yes
8374	POS	Post returns with current or original cost?	Current		System	"*System, Store"	Yes
8375	POS	Recalculate Average Cost after a return	No		System	"*System, Store"	Yes
8377	POS	POS Inventory Store Group			Store	*Store	Yes
8378	POS	POS A/R Store Group			Store	*Store	Yes
8379	INVENTORY	Cuts and Mods Default - Adjustment Type	Cut		System	*System	Yes
8380	INVENTORY	Cuts and Mods Default - Update Last Receipt Date?	Yes		System	*System	Yes
8381	INVENTORY	Cuts and Mods Default - Update Physical Inventory Date?	Yes		System	*System	Yes
8382	CENTRAL SVCS	ADM/PS-Default Product Code for Part Adds	1		System	*System	Yes
8383	CENTRAL SVCS	ADM/PS-Default Product Code for Core Adds	1		System	*System	Yes
8389	POS	Popularity Code schema	1=A thru H		System	*System	Yes
8390	A/R	Popularity Code Discounts Allowed in CPP	No		System	*System	Yes
8401	POS	Timeout for clerk signon applies to Customer header?	Yes		System	"*System, Store, User, Terminal"	Yes
8402	AOE	Default user code to use for item's code 1			System	*System	No
8403	AOE	Default user code to use for item's code 2			System	*System	No
8404	AOE	Default user code to use for item's code 3			System	*System	No
8406	AOE	Add/Change user-defined codes table for code 1	User-Defined Codes - Code 1		System	*System	No
8407	AOE	Add/Change user-defined codes table for code 2	User-Defined Codes - Code 2		System	*System	No
8408	AOE	Add/Change user-defined codes table for code 3	User-Defined Codes - Code 3		System	*System	No
8411	PURCHASING	Post RRV and RRP COGS adjustments via ITR	No		System	*System	Yes
8412	PURCHASING	Require MRV's AP Voucher entry before processing Adv. Receiving document	No		System	*System	Yes
8413	PURCHASING	Allow sessions in WinMRV?	No		System	*System	Yes
8414	POS	Prompt for return reason?	No		System	"*System, Store, User, Terminal"	Yes
8416	POS	Add/Change user-defined return item reason codes	User-Defined Return Codes		System	*System	Yes
8451	POS	Pricing Codes can be entered in Price field	No		System	"*System, Store, User, Terminal"	Yes
8452	POS	Display tool tip for pricing codes available in the price field	Yes		User	"System, Store, *User, Terminal"	No
8454	INVENTORY	Template used when adding not in file (NIF) items in POS or purchasing			System	*System	Yes
8461	INVENTORY	Number of breakpoints allowed in the Product Analysis Report (RPA)	4		System	*System	Yes
8465	POS	Change salesperson when item is returned?	No		System	"*System, Store, User, Terminal"	Yes
8472	PURCHASING	WinMRV other charges vendor 2 default			System	*System	Yes
8473	PURCHASING	WinMRV other charges vendor 3 default			System	*System	Yes
8474	PURCHASING	WinMRV other charges vendor 4 default			System	*System	Yes
8475	PURCHASING	WinMRV other charges vendor 5 default			System	*System	Yes
8481	PURCHASING	WinMRV other charges landed cost flag 1 default			System	*System	Yes
8482	PURCHASING	WinMRV other charges landed cost flag 2 default			System	*System	Yes
8483	PURCHASING	WinMRV other charges landed cost flag 3 default			System	*System	Yes
8484	PURCHASING	WinMRV other charges landed cost flag 4 default			System	*System	Yes
8485	PURCHASING	WinMRV other charges landed cost flag 5 default			System	*System	Yes
8491	PURCHASING	WinMRV other charges description 1			System	*System	Yes
8492	PURCHASING	WinMRV other charges description 2			System	*System	Yes
8493	PURCHASING	WinMRV other charges description 3			System	*System	Yes
8494	PURCHASING	WinMRV other charges description 4			System	*System	Yes
8495	PURCHASING	WinMRV other charges description 5			System	*System	Yes
8551	CENTRAL SVCS	CS-Default File Transmission Option	Q		System	*System	Yes
8561	CENTRAL SVCS	ADM-Update Popularity Code	Yes		System	*System	Yes
8563	CENTRAL SVCS	ADM-Alternate Item Code for Alternate Parts	A		System	*System	No
8581	POS	External invoice and order network printer	1		Store	*Store	Yes
8583	SYSTEM	AConneX Terminal Number	902		System	*System	Yes
8611	PURCHASING	MPO - Use Order Multiple when no match on PO's vendor	No		System	*System	Yes
8612	SYSTEM	Store in QuickRecall defaults to ALL when security bit 6 is Yes	Yes		System	"*System, Store, User, Terminal"	Yes
8613	POS	Launch QuickRecall with 'Details' defaulted to checked?	Yes		System	"*System, Store, User, Terminal"	Yes
8615	INVENTORY	Price or Cost % change threshold	25		System	"*System, Store"	Yes
8617	INVENTORY	Allow Delete in Inventory Viewer?	Yes		System	*System	Yes
8619	POS	Print Orders and Special Orders to the receipt printer	No		System	*System	Yes
8621	POS	Rounding rule for prices calculated by POS	3=Carry prices out to the nearest tenth of a cent		System	"*System, Store"	Yes
8623	POS	"Print MSU items on receipt/invoice with qty, u/m and price based on MSU"	Yes		System	"*System, Store"	Yes
8625	POS	This store posts 'sells with' that are an environmental fee	No		Store	"System, *Store"	Yes
8630	PURCHASING	Which Alternate Item Types are purchasing equivalents?			System	*System	No
8631	POS	Print tax breakdowns on POS documents	No		System	"*System, Store"	Yes
8633	POS	Display Customer Credit Card List only on Protobase enabled terminals	No		System	"*System, Store"	Yes
8635	POS	What does security bit 578 = No mean?	1=Clerk can change the description of any item on a special order transaction		System	"*System, Store"	Yes
8637	POS	Allow 'Bag/Bucket Sale' feature in POS	B=Yes - Typing B in Price is required to begin Bag/Bucket Sale		System	"*System, Store, User, Terminal"	Yes
8638	POS	Apply 'Bag/Bucket Sale' discount to non-discountable items	No		System	"*System, Store"	Yes
8639	POS	Default 'Bag/Bucket Sale' Discount	20		System	"*System, Store"	Yes
8640	POS	Term to use for Bag/Bucket Sale	1=Bag		System	"*System, Store"	Yes
8642	POS	End Date for the Bag/Bucket Sale	9/25/2011		System	"*System, Store"	Yes
8668	CENTRAL SVCS	CSLS - A-DIS FOP Code for American Express	15		System	*System	Yes
8703	POS	Use Open Quote price in Best Pricing?	No		System	*System	Yes
8705	POS	Allow cash back if loyalty coupon(s) exceed purchases	No		System	"*System, Store, User, Terminal"	Yes
8707	SYSTEM	Default Email Domain			System	"*System, Store"	Yes
8711	POS	Treat IMU cost of .001 as .00 when selling item in POS	No		System	"*System, Store"	Yes
8713	POS	Pass Direct Ship info from sales order to P.O. ?	No		System	"*System, Store"	No
8715	CATALOG	Ace price to use when adding items from catalog	2=Level 2 Price		System	*System	Yes
8717	POS	Add mode used when using <Sell> from Catalog			System	"*System, Store, User, Terminal"	No
8718	POS	Auto generate SKU when adding special order item to inventory from POS?	No		System	"*System, Store"	No
8719	POS	Prefix to use in the system generated SKU			System	"*System, Store"	No
8720	POS	Special Order Template SKU for Adding Not in File item from Catalog			System	"*System, Store"	No
8721	POS	Allow payment by credit cards on non-credit authorization terminals?	Yes		System	"*System, Store, Terminal"	Yes
8723	PURCHASING	Can each store on a multi-store PO recall the PO?	No		System	"*System, Store"	Yes
8727	POS	Display Prices on Remote Signature Capture Terminal	No		System	"*System, Store"	Yes
8781	POS	DDS IP Address Server or Source			System	"*System, Store"	No
8782	POS	DDS Port User ID or Login			System	"*System, Store"	No
8783	POS	DDS Database Name			System	"*System, Store"	No
8784	POS	Delivery System Tablename UUID			System	"*System, Store"	No
8785	POS	Delivery System Login Password			System	"*System, Store"	No
8786	POS	Default PDA Name			System	"*System, Store"	No
8787	POS	Transactions to pass to the Delivery System	None		System	"*System, Store"	No
8791	INVENTORY	Create and/or update MSU prices from Ace Hotsheets	Yes		System	*System	Yes
8793	INVENTORY	Add MSU prices when auto-adding Ace SKUs	Yes		System	*System	Yes
8795	INVENTORY	Create a new MSU if old MSU was not created by Hotsheets	Yes		System	*System	Yes
8815	CENTRAL SVCS	ADM/PS-OEM Part Cross Reference on System	No		System	*System	Yes
8817	CENTRAL SVCS	ADM/PS-OEM Part Cross Reference Line Code			System	*System	Yes
8821	SYSTEM	Use E4W report initiation performance improvement	Yes		System	"*System, Store"	Yes
8823	POS	Custom field label for foreign currency			System	"*System, Store"	Yes
8824	POS	Custom field label for local currency			System	"*System, Store"	Yes
8825	POS	"Automatically display ""Currency Exchange"" window?"	No		Store	"System, *Store, User, Terminal"	Yes
8826	POS	Display Total Due and Change Due in both currencies?	No		System	"*System, Store"	Yes
8827	POS	Print transaction totals on receipts in both currencies?	N = Print totals in the local currency only.		System	"*System, Store"	Yes
8838	ANALYTICS	Task Pooling On System	No		System	*System	Yes
8839	ANALYTICS	Compass Spooler On System	No		System	*System	Yes
8843	INET	Item extended description to show in iNet	1=Always show Note Type 8		System	*System	Yes
8849	INET	Mask Manufacturer Information in Inet Order Pro and eStore	No		System	"*System, Store"	Yes
8850	INET	Tender allowed in iNet eStore	Yes		System	"*System, Store"	Yes
8853	INET	Display terms discount amount in Accounts on Line	No		System	"*System, Store, User"	Yes
8857	PURCHASING	Allow up to a 10 character vendor PO#?	Yes		System	*System	Yes
8859	INVENTORY	ROP Max Stock Level (Opt C) behavior when calc'd OP > Max	1=Set the Max Stock Level to the new Order Point + 1		System	*System	Yes
8864	POS	Default SKU for the Windsor Windows Interface			System	"*System, Store"	No
8866	POS	Default SKU for the MW Windows Interface			System	"*System, Store"	No
8868	POS	Default SKU for the Kolbe & Kolbe Windows Interface			System	"*System, Store"	No
8871	POS	Ace Rewards New Member Signup enabled	No		System	"*System, Store"	Yes
8873	POS	Ace Rewards Customer Profile enabled	No		System	"*System, Store"	Yes
8875	POS	Ace Customer Engagement enabled	No		System	"*System, Store"	Yes
8881	POS	Alternate term for 'Cash Only' in the Authorized to Charge window	Cash Only		System	*System	Yes
8885	PURCHASING	Laser PO and Receiver format for L (lumber) type skus	1=Ord Qty and Unit Cost print based upon RPO's Print Option		System	*System	Yes
8941	POS	<Change> on an MSU items behaves the old way	No		System	"*System, Store, User, Terminal"	Yes
8942	POS	Returns Validation - use net return price?	No		System	*System	No
8943	POS	Use Code position to identify items excluded from Returns Validation			System	*System	Yes
8944	POS	Code value that identifies items excluded from Returns Validation			System	*System	Yes
8945	POS	Disallow Transaction Reversal on a transaction over this # of days old	999		System	"*System, Store"	Yes
8947	INVENTORY	Record 'Last 10 QOH changes and Last 10 Cost changes' for inventory item	Yes		System	"*System, Store"	Yes
8949	SYSTEM	Allow UPC to be linked to multiple SKUs	No		System	*System	Yes
8951	POS	Apply 'Bag/Bucket Sale' discount to promotions	No		System	"*System, Store"	Yes
8953	CENTRAL SVCS	ADM-Channel	91		System	"*System, Store"	Yes
8955	POS	Timeout (minutes) for release of a transaction stuck in 'printing' state	10		System	"*System, Store, Terminal"	Yes
8956	POS	"Display ""Document Printing"" message in POS?"	Yes		Store	"System, *Store"	Yes
8963	A/P	Bank Reconciliation Enabled	No		System	*System	Yes
8965	POS	Eagle for Windows startup action when trace logging is enabled	Allow logging to trace log.		System	*System	Yes
8967	TELECOMM	Ace Rev PO - # of days when Drop Ship order is created as Future order	999		System	*System	Yes
8971	POS	Use POS Adders in Order Entry	No		System	"*System, Store, User, Terminal"	Yes
8972	POS	POS Adders used by Job Account	Job's adders		System	*System	Yes
8973	POS	Exclude Special Record items in POS Adder calculation	Yes		System	"*System, Store, User, Terminal"	Yes
8978	POS	POS Customer Message used by Job Accounts	Job's message		System	*System	Yes
8979	POS	Authorized to Charge Names used by Job Accounts	Job's names		System	*System	Yes
8980	POS	Email address used by Job Accounts	Job's email address		System	*System	Yes
8987	A/R	Print tax summary on A/R Statements (RSM)?	No tax summary on A/R Statement		System	*System	Yes
8988	POS	Show only the serial #'s for this store when selling a serialized item	Y=Show only the serial #'s for this store		Store	*Store	Yes
8989	PURCHASING	Allow adding temporary serial #'s during receiving?	No		System	"*System, Store, User, Terminal"	Yes
8990	POS	Require Store when adding Serial #'s	No		System	*System	Yes
8991	POS	Blind Quote on System	No		System	*System	Yes
8995	CENTRAL SVCS	CSEOD-Run part resequencing during Central Services End-of-day	Yes		System	*System	Yes
8997	CENTRAL SVCS	EINVOICE-PO Receipt Posting (RRP) Options			System	*System	Yes
9003	A/P	AP Check Currency Conversion Factor	1		System	"*System, Store"	No
9007	A/P	Require A/P Check Run Approval	No		System	*System	Yes
9009	A/P	Reduce exclusive use of AP transaction file	No		System	*System	Yes
9025	G/L	Always print current date on financial statements	No		System	*System	Yes
9027	G/L	"Require use of the control number assigning ""T-Accounts"" entry in GGMU"	No		System	*System	Yes
9031	G/L	Create G/L trx's for Cash Drawer Short/Over			System	*System	Yes
9041	POS	Print name of store order created in when invoicing from another store	No		System	*System	Yes
9053	A/R	MCR Account code position for printing balance forward style statements			System	*System	Yes
9054	A/R	MCR Account code value for printing balance forward style statements			System	*System	Yes
9059	POS	Show expanded customer balances in the Customer Detail dialog	No		System	"*System, Store, User, Terminal"	Yes
9082	SYSTEM	Terminal for options and security when transfers created outside of POS	900		System	*System	Yes
9085	POS	Default printer for Central Distribution or Inventory Balancing Transfer	1		Store	*Store	Yes
9091	POS	Protobase Database location for API field 8002			System	*System	Yes
9094	POS	"Copy AConneX into ""authorized to charge"" name for AConneX orders"	No		System	*System	Yes
9095	POS	Invoice eOrders	No		System	"*System, Store"	Yes
9097	POS	Invoice AConneX Orders	Yes		System	"*System, Store"	Yes
9099	CENTRAL SVCS	PO-Channel	91		System	*System	Yes
9101	CENTRAL SVCS	CS-Poll Remote Vendors	No		System	*System	Yes
9103	CENTRAL SVCS	CS-Check for new / polled files interval	5		System	*System	Yes
9107	POS	Allow change of customers/jobs in POS Customer QuickAdd	No		System	"*System, Store"	Yes
9109	PURCHASING	WinPUR- Sku/Part lookup method for Inventory Viewer	Single sku only		System	"*System, Store, User, Terminal"	Yes
9119	POS	Track data to use for Credit Card Processing	1=Use track 1 for credit card processing		System	"*System, Store"	Yes
9124	PURCHASING	Thumbnail in Purchasing & Receiving shows Catalog Page or Overstock?	2=Overstock in Other Stores		System	"*System, Store, User, Terminal"	Yes
9125	INVENTORY	Display Overstock column in 'All Stores' POS Item Display window	Yes		System	"*System, Store, User, Terminal"	Yes
9126	PURCHASING	Calculate and display Total Overstock in the posting grid?	No		Store	"System, *Store, User, Terminal"	Yes
9129	POS	Require specific fields when adding account using POS Customer QuickAdd	No		System	"*System, Store"	No
9130	POS	Additional fields to include in POS Customer QuickAdd			System	"*System, Store, User, Terminal"	No
9131	POS	Dynamic Promotions (BOGO) preview list's contents	1=Show promo priced item and reason		System	"*System, Store, User, Terminal"	Yes
9133	SYSTEM	Increment posting quantity by UPC package quantity?	No		System	*System	Yes
9137	POS	Build reverse sort name in POS Customer QuickAdd	No		System	"*System, Store"	No
9139	POS	Copy customer name into auth to charge name in POS Customer QuickAdd	No		System	"*System, Store"	No
9140	POS	Where to place e-mail address from POS Customer QuickAdd			System	"*System, Store"	Yes
9191	PURCHASING	Blind copy e-mail address for e-mailed Purchase Orders			Store	"System, *Store"	Yes
9192	A/R	Blind copy e-mail address for e-mailed Statements			System	*System	Yes
9193	POS	Blind copy e-mail address for e-mailed Invoice & Orders			Store	"System, *Store"	Yes
9198	POS	Display phone # in POS Customer Details Window	No		System	"*System, Store, User, Terminal"	Yes
9199	POS	Display e-mail address in POS Customer Details Window	No		System	"*System, Store, User, Terminal"	Yes
9233	POS	Default for Transfer 'From' Store	Transfer customer's Store Account Opened		System	"*System, Store"	Yes
9254	A/R	Contents of the Check # field on payments	1=Check # when paid by check otherwise journal # of payment		System	*System	Yes
9262	POS	Minimum amount for Check Guarantee	0		System	"*System, Store, User, Terminal"	Yes
9264	SYSTEM	Multiple Time Zones on System	No		System	*System	Yes
9268	POS	Item information's display cycle includes 'take down'	Yes		System	"*System, Store, User, Terminal"	Yes
9272	POS	Note to use for POS receipt footer message			System	"*System, Store, User, Terminal"	Yes
9278	POS	Display Quotes on POS Signon	N		System	"*System, Store, User"	Yes
9280	POS	Required fields in POS Cash Customer Information window			System	"*System, Store, User, Terminal"	Yes
9281	POS	Require zip code (or other information) for cash customers			System	"*System, Store, User, Terminal"	Yes
9282	POS	Use Code position for skus that require opening cash drawer			System	*System	Yes
9283	POS	Use Code value for skus that require opening cash drawer			System	*System	Yes
9285	POS	Expired Resale Code/Tax Exempt # Action	Warn and continue with non-taxable transaction		System	"*System, Store, User, Terminal"	Yes
9286	POS	Grace Period for expired resale code/tax exempt #	0		System	"*System, Store, User, Terminal"	Yes
9287	POS	Gift/Cash Card Allowed on POS Refund	No		System	"*System, Store"	Yes
9288	POS	SKU to use for gift/cash card on POS Refunds			System	"*System, Store"	Yes
9290	POS	URL in POS posting area's 'Additional Information' dialog.			System	"*System, Store, User, Terminal"	Yes
9291	POS	URL's Title in POS 'Additional Information' dialog			System	"*System, Store, User, Terminal"	Yes
9294	POS	Printing preference for POS Comments / descriptors	Print and button to not print		System	"*System, Store, User, Terminal"	Yes
9296	POS	Show Addt'l Info hyperlink in posting area	No		System	"*System, Store, User, Terminal"	Yes
9297	POS	Fields to display in the Enter Additional Information dialog	123DELMRSTUV		System	"*System, Store, User, Terminal"	Yes
9298	SYSTEM	Suppress Locked Out users in certain user dropdowns	No		System	"*System, Store"	Yes
9338	POS	POS Order Viewer - do exact match on Short ID lookup	Yes		System	"*System, Store, User, Terminal"	Yes
9343	POS	Use Customer Credit Message as Reference in POS	No		System	*System	Yes
9345	POS	Offline Database Refresh Exclusions			System	*System	Yes
9347	POS	List Price Cost Formula can be entered in Cost field	No		System	"*System, Store, User, Terminal"	Yes
9348	POS	Display tool tip for List Price Cost Formula	Yes		System	"*System, Store, User, Terminal"	No
9350	POS	Print clerk's name on POS receipts			System	*System	Yes
9351	POS	Print a blank line between items on receipts	No		System	"*System, Store, Terminal"	Yes
9373	POS	Print backordered amount comment line on orders/invoices?	Yes		System	"*System, Store, User, Terminal"	Yes
9375	PURCHASING	Default cursor to Stocking Units or Purchase Units	Stocking Units		System	"*System, Store, User, Terminal"	Yes
9378	A/R	Allow Finance Charge calculation by Customer/Job/Store	No		System	*System	No
9379	POS	Prompt for price override reason?	No		System	"*System, Store, User, Terminal"	Yes
9380	POS	Add/Change user-defined price override reason codes	User-Defined Price Override Codes		System	*System	Yes
9381	INVENTORY	Allow use of 'timed' promotions	No		System	*System	Yes
9383	INVENTORY	Allow use of 'Maximum Units' promotions	No		System	*System	Yes
9385	POS	"""Append Special Order Items to specific Purchase Order(s) Now?"" Prompt"	N=Ask and defaults to No		System	"*System, Store, User, Terminal"	Yes
9386	POS	S/O - Default PO# to RSRV on Special Orders	No		System	"*System, Store, User, Terminal"	Yes
9412	POS	Minimum Age to purchase type 1 items	0		System	"*System, Store, Terminal"	Yes
9413	POS	Use Code position to identify Minimum Age type 1 items			System	*System	Yes
9414	POS	Code value that identifies Minimum Age type 1 items			System	*System	Yes
9416	POS	Minimum Age to purchase type 2 items	0		System	"*System, Store, Terminal"	Yes
9417	POS	Use Code position to identify Minimum Age type 2 items			System	*System	Yes
9418	POS	Code value that identifies Minimum Age type 2 items			System	*System	Yes
9419	POS	Post minimum age birth date as comment	Internal comment		System	"*System, Store"	Yes
9420	POS	Post underage comment when minimum age requirement is not met	Internal comment		System	"*System, Store"	Yes
9435	POS	# of days to allow original form of payment on refunds	0		System	"*System, Store"	No
9441	POS	Include Customer Name In Title Bar	No		System	"*System, Store, User, Terminal"	Yes
9453	INVENTORY	Delete extended description/notes when an inventory item is deleted?	Yes		System	*System	Yes
9455	SYSTEM	Allow Viewing of Cover To Cover Images Outside of LaserCat	No		Terminal	"System, Store, *Terminal"	Yes
9477	PURCHASING	Store specific fields to copy to synchronize with other stores (MVR)			System	"*System, Store, User, Terminal"	Yes
9478	PURCHASING	Default store group for 'Copying store specific fields' in MVR			Store	"System, *Store, User, Terminal"	Yes
9479	PURCHASING	Allow entry of vendor's description in Inventory Maintenance Vendor tab	No		System	"*System, Store"	Yes
9487	A/R	Use long store name on statements	No		System	*System	Yes
9488	PURCHASING	Keep vendor contacts the same in all stores?	No		System	*System	Yes
9489	SYSTEM	Field label for 'Resale' in Eagle for Windows	Resale		System	*System	Yes
9490	DEVELOPMENT	Use reduced sleep/wait time for REPQM?	No		System	*System	Yes
9495	INVENTORY	Promotions starting within this number of days are considered upcoming	0		System	"*System, Store"	Yes
9497	A/R	Clear last pay fields when payment reversed	No		System	*System	Yes
9499	POS	Print defective return receipt for item returned/exchanged as defective	No		System	"*System, Store"	Yes
9511	POS	Tax Exemption - Verbiage for Customer Type set to Farmer/Rancher			System	"*System, Store"	Yes
9512	POS	Tax Exemption - Verbiage for Customer Type set to Government			System	"*System, Store"	Yes
9513	POS	Tax Exemption - Verbiage for Customer Type set to Not for Profit			System	"*System, Store"	Yes
9514	POS	Tax Exemption - Verbiage for Customer Type set to Resale			System	"*System, Store"	Yes
9515	POS	Tax Exemption - Verbiage for Customer Type set to Disabled Veteran			System	"*System, Store"	Yes
9516	POS	Tax Exemption - Verbiage for Customer Type set to Other tax exempt			System	"*System, Store"	Yes
9521	POS	Format for tax breakdowns on POS receipts	2={tax code} {tax location} {tax}		System	"*System, Store"	Yes
9523	POS	Ask if 'Taxable?' when selling normally taxable item to Tax Exempt cust			System	"*System, Store, User, Terminal"	Yes
9524	POS	Prompt for tax override reason?	No		System	"*System, Store, User, Terminal"	Yes
9525	POS	Add/Change user-defined tax override reason codes	User-Defined Tax Override Codes		System	*System	Yes
9527	POS	Returns Validation - Use original sale's tax code on return	Yes		System	*System	No
9531	POS	Ace Instant Line Access on System	No		System	"*System, Store"	Yes
9537	POS	Returns Validation with Receipt	Not using this feature		System	*System	No
9538	POS	Returns Validation with Receipt - choices to show			System	"*System, Store, User, Terminal"	No
9539	ANALYTICS	Compass tasks available for execution via iNet	No		System	*System	Yes
9541	POS	Credit Authorization API User Defined Field 1			System	"*System, Store, User, Terminal"	Yes
9542	POS	Credit Authorization API User Defined Field 2			System	"*System, Store, User, Terminal"	Yes
9543	POS	Credit Authorization API User Defined Field 3			System	"*System, Store, User, Terminal"	Yes
9544	POS	Credit Authorization API User Defined Field 4			System	"*System, Store, User, Terminal"	Yes
9545	POS	Credit Authorization API User Defined Field 5			System	"*System, Store, User, Terminal"	Yes
9558	POS	Dynamic Promotions - does qualifier keep discounted price?	Posted Price		System	*System	Yes
9559	POS	Dynamic Promotions - applies to non-discountable items?	No		System	"*System, Store"	Yes
9560	POS	Dynamic Promotions - applies to sale items?	No		System	"*System, Store"	Yes
9567	E4WDI	Enhanced Form barcode sizing factor	100		System	*System	Yes
9570	DEVELOPMENT	Nightly Maintenance Options	DC1		System		Yes
9571	DEVELOPMENT	Latest Nightly Maintenance File-Check Start Time			System	*System	Yes
9581	INVENTORY	When RCIN should update items in ACERE batch			System	*System	Yes
9584	POS	Customer automatic phone search on 10 digits	No		System	"*System, Store, Terminal"	Yes
9585	INVENTORY	Inventory Item Lists Enabled	No		System	*System	Yes
101	A/R	Customer Default - Balance Method	Open Item		Store	*Store	No
102	A/R	Customer Default - Salesperson			Store	*Store	No
103	A/R	Customer Default - Credit Limit	500		Store	*Store	No
104	A/R	Customer Default - Tax Code	110		Store	*Store	No
105	A/R	Customer Default - Terms Code	1		Store	*Store	No
110	A/R	Customer Default - Print Invoices?	No		Store	*Store	No
120	A/R	Revolving Charge Round Amount	0		Store	*Store	No
130	A/R	Revolving Charge Late Fee	0		Store	*Store	No
140	A/R	Revolving Charge No Late Fee Amount	0		Store	*Store	No
150	A/R	Revolving Charge Minimum Due	0		Store	*Store	No
160	A/R	Revolving Charge Minimum Percent	0		Store	*Store	No
170	A/R	Past Due Periods Kept After Purge Balance Forward	0=Past due compress. Retain current detail		Store	*Store	No
180	A/R	Past Due Periods Kept After Purge Open Item (0/1)	1=Purge fully paid Open Item invoice dated more than 1 month before purge date.		Store	*Store	No
190	A/R	Finance Charges - Level 1 %	1.5		Store	*Store	No
200	A/R	Finance Charges - Level 2 %	0		Store	*Store	No
210	A/R	Minimum Finance Charge Amount	1		Store	*Store	No
220	A/R	Call Finance Charges Service Charges	Z=Print *** Finance Charge *** on Statements.		Store	*Store	No
225	A/R	Finance Charges Calculation Method	Adjusted balance for finance charge calculation		Store	*Store	No
227	A/R	Finance Charges Level 1 % Cutoff Amount	0		Store	*Store	No
230	A/R	Finance Charges - No Charge Amount	0		Store	*Store	No
240	A/R	Finance Charges - Compound Finance Charge	Yes		Store	*Store	No
250	A/R	Payments Apply To Finance Charges	First apply payment to finance charge then to amount due.		Store	*Store	No
260	A/R	Print Store Name on Statements	Yes		Store	*Store	No
270	A/R	Print Prepaids on Statements	No		Store	*Store	No
275	A/R	Print Due Date on Statements	Yes		Store	*Store	No
280	A/R	Print Store Name in Reference on Statements	No		Store	*Store	No
290	A/R	Statements Payment/Adjustment/Credit Reference Priority	A=Print 'apply to' from MOI or ROA unless it's blank then print Reference		Store	*Store	No
310	A/R	Miscellaneous - Use Check Register Report	Yes		Store	*Store	No
320	A/R	Balance Forward - Apply Credit	Due date. Apply credit based on the due date of the document.		Store	*Store	No
330	A/R	Point of Sale Reference Priority	1		Store	*Store	No
340	A/R	Miscellaneous - Default for Global Credit Limit	No		Store	*Store	No
350	A/R	Miscellaneous - Months of Financial Summary History	24		Store	*Store	No
360	A/R	Statement Dunning Message 1-30 part 1	YOUR ACCOUNT IS PAST DUE.		Store	*Store	No
362	A/R	Statement Dunning Message 1-30 part 2	PLEASE REMIT		Store	*Store	No
364	A/R	Statement Dunning Message 1-30 part 3			Store	*Store	No
370	A/R	Statement Dunning Message 31-60 part 1	YOUR ACCOUNT IS ON HOLD		Store	*Store	No
380	A/R	Statement Dunning Message 31-60 part 2	UNTIL FURTHER PAYMENT IS MADE.		Store	*Store	No
390	A/R	Statement Dunning Message 31-60 part 3			Store	*Store	No
400	A/R	Statement Dunning Message 61-90 part 1	PLEASE CONTACT US TO AVOID		Store	*Store	No
410	A/R	Statement Dunning Message 61-90 part 2	FURTHER COLLECTION		Store	*Store	No
420	A/R	Statement Dunning Message 61-90 part 3			Store	*Store	No
430	A/R	Statement Dunning Message OVER 90 part 1	YOUR ACCOUNT IS CLOSED		Store	*Store	No
440	A/R	Statement Dunning Message OVER 90 part 2	UNTIL PAYMENT IS MADE		Store	*Store	No
450	A/R	Statement Dunning Message OVER 90 part 3			Store	*Store	No
460	A/R	Statement Revolving Charge PAST DUE part 1			Store	*Store	No
470	A/R	Statement Revolving Charge PAST DUE part 2			Store	*Store	No
480	A/R	Statement Revolving Charge PAST DUE part 3			Store	*Store	No
490	A/R	Statement Revolving Charge Over Limit Part 1			Store	*Store	No
500	A/R	Statement Revolving Charge Over Limit Part 2			Store	*Store	No
510	A/R	Statement Revolving Charge Over Limit Part 3			Store	*Store	No
520	A/R	Statement Bucket Headings Current			Store	*Store	No
530	A/R	Statement Bucket Headings 1-30			Store	*Store	No
540	A/R	Statement Bucket Headings 31-60			Store	*Store	No
550	A/R	Statement Bucket Headings 61-90			Store	*Store	No
560	A/R	Statement Bucket Headings OVER 90			Store	*Store	No
570	A/R	Passoff method	Departmental Passoff		Store	*Store	No
580	A/R	ROO to G/L Passoff	Yes		Store	*Store	No
600	A/R	Automated passoff to General Ledger	Yes		Store	*Store	No
2	SYSTEM	Default Fax priority	M		System	*System	No
4	SYSTEM	Fax ID printed at the top of the page			System	*System	No
5	SYSTEM	Send a cover page with the Fax?	N		System	*System	No
100	POS	Vendor Code	ACE		Store	*Store	Yes
110	POS	Next Cash Customer Number	*59998		Store	*Store	Yes
120	POS	Next House Customer Number			Store	*Store	Yes
130	POS	Coupon SKU	HHC		Store	*Store	Yes
140	POS	POS Link Window	E=Transaction end		Store	*Store	Yes
150	POS	Link to Cash Customer	Yes		Store	*Store	Yes
160	POS	Receive customer hotsheet	Yes		Store	*Store	Yes
100	INVENTORY	Keep stock information?	Yes		System	*System	No
102	INVENTORY	Cost Used In Calculations	Average Cost		System	*System	No
103	INVENTORY	Minimum Gross Profit Percent	35		System	*System	No
104	INVENTORY	Next SKU Number	1825		System	*System	No
105	INVENTORY	SKU Number Increment	5		System	*System	No
106	INVENTORY	Price Printed on Label	Retail		System	*System	No
107	INVENTORY	Price Label Name			System	*System	No
108	INVENTORY	Keep Sales Prices?	Yes		System	*System	No
109	SYSTEM	Print Spooler Prepage	C=Only if comments exist		System	*System	No
